1000
1000,1
2000,0
3000,0
4000,0
5000,1
6000,1
7000,1
8000,1
9000,2
10000,1
11000,1
12000,2
13000,1
14000,2
15000,2
16000,2
17000,2
18000,2
19000,2
20000,2
21000,2
22000,3
23000,2
24000,3
25000,3
26000,3
27000,3
28000,3
29000,3
30000,4
31000,4
32000,4
33000,4
34000,3
35000,4
36000,5
37000,4
38000,5
39000,5
40000,5
41000,5
42000,5
43000,5
44000,5
45000,5
46000,5
47000,7
48000,5
49000,6
50000,6
51000,6
52000,6
53000,6
54000,6
55000,7
56000,6
57000,7
58000,7
59000,7
60000,7
61000,7
62000,7
63000,8
64000,7
65000,8
66000,8
67000,8
68000,8
69000,9
70000,8
71000,9
72000,8
73000,9
74000,9
75000,10
76000,10
77000,10
78000,9
79000,10
80000,10
81000,10
82000,10
83000,10
84000,10
85000,10
86000,10
87000,11
88000,11
89000,12
90000,11
91000,12
92000,11
93000,12
94000,12
95000,12
96000,13
97000,12
98000,12
99000,13
100000,13
101000,13
102000,15
103000,13
104000,13
105000,14
106000,13
107000,13
108000,14
109000,15
110000,14
111000,14
112000,15
113000,15
114000,14
115000,15
116000,15
117000,15
118000,16
119000,15
120000,16
121000,16
122000,16
123000,16
124000,16
125000,16
126000,16
127000,17
128000,17
129000,17
130000,17
131000,17
132000,17
133000,18
134000,18
135000,17
136000,17
137000,21
138000,18
139000,19
140000,20
141000,19
142000,19
143000,19
144000,19
145000,20
146000,20
147000,19
148000,19
149000,20
150000,20
151000,20
152000,20
153000,21
154000,21
155000,21
156000,21
157000,22
158000,22
159000,22
160000,22
161000,22
162000,21
163000,22
164000,26
165000,23
166000,22
167000,23
168000,23
169000,22
170000,23
171000,24
172000,24
173000,24
174000,24
175000,24
176000,27
177000,24
178000,25
179000,24
180000,25
181000,27
182000,28
183000,25
184000,25
185000,25
186000,25
187000,25
188000,26
189000,26
190000,26
191000,26
192000,26
193000,29
194000,31
195000,27
196000,26
197000,27
198000,31
199000,27
200000,28
201000,28
202000,28
203000,28
204000,28
205000,29
206000,28
207000,29
208000,30
209000,29
210000,29
211000,29
212000,30
213000,32
214000,30
215000,29
216000,30
217000,30
218000,30
219000,31
220000,31
221000,31
222000,31
223000,31
224000,31
225000,32
226000,31
227000,35
228000,32
229000,32
230000,32
231000,33
232000,32
233000,32
234000,33
235000,32
236000,33
237000,33
238000,33
239000,34
240000,34
241000,34
242000,34
243000,34
244000,36
245000,34
246000,35
247000,35
248000,35
249000,36
250000,36
251000,36
252000,36
253000,36
254000,36
255000,36
256000,37
257000,36
258000,38
259000,37
260000,37
261000,37
262000,37
263000,36
264000,38
265000,37
266000,37
267000,38
268000,42
269000,38
270000,38
271000,39
272000,41
273000,39
274000,40
275000,39
276000,41
277000,39
278000,40
279000,41
280000,40
281000,40
282000,41
283000,40
284000,42
285000,41
286000,41
287000,45
288000,42
289000,42
290000,42
291000,42
292000,42
293000,43
294000,43
295000,43
296000,43
297000,44
298000,43
299000,44
300000,47
301000,43
302000,43
303000,43
304000,48
305000,44
306000,44
307000,78
308000,88
309000,88
310000,58
311000,56
312000,54
313000,50
314000,53
315000,47
316000,47
317000,46
318000,46
319000,46
320000,46
321000,47
322000,46
323000,51
324000,47
325000,64
326000,59
327000,48
328000,49
329000,48
330000,48
331000,48
332000,49
333000,49
334000,48
335000,49
336000,50
337000,48
338000,53
339000,50
340000,50
341000,50
342000,50
343000,50
344000,51
345000,52
346000,51
347000,64
348000,68
349000,68
350000,55
351000,66
352000,63
353000,80
354000,82
355000,55
356000,55
357000,184
358000,58
359000,74
360000,82
361000,74
362000,72
363000,65
364000,111
365000,76
366000,93
367000,75
368000,76
369000,64
370000,56
371000,58
372000,55
373000,56
374000,55
375000,56
376000,57
377000,57
378000,58
379000,58
380000,57
381000,57
382000,70
383000,78
384000,80
385000,82
386000,59
387000,59
388000,59
389000,67
390000,59
391000,60
392000,59
393000,67
394000,86
395000,82
396000,84
397000,60
398000,61
399000,61
400000,59
401000,61
402000,61
403000,64
404000,61
405000,62
406000,62
407000,60
408000,61
409000,66
410000,61
411000,63
412000,62
413000,67
414000,62
415000,63
416000,64
417000,64
418000,65
419000,64
420000,64
421000,64
422000,65
423000,65
424000,87
425000,87
426000,92
427000,81
428000,65
429000,64
430000,66
431000,66
432000,89
433000,94
434000,96
435000,71
436000,67
437000,68
438000,68
439000,68
440000,68
441000,69
442000,69
443000,70
444000,97
445000,82
446000,128
447000,115
448000,98
449000,70
450000,87
451000,76
452000,71
453000,69
454000,70
455000,69
456000,73
457000,73
458000,72
459000,71
460000,72
461000,72
462000,73
463000,73
464000,72
465000,73
466000,72
467000,76
468000,110
469000,103
470000,106
471000,76
472000,76
473000,76
474000,74
475000,75
476000,85
477000,112
478000,107
479000,92
480000,105
481000,106
482000,103
483000,104
484000,76
485000,79
486000,109
487000,106
488000,111
489000,147
490000,99
491000,108
492000,102
493000,80
494000,133
495000,87
496000,81
497000,83
498000,82
499000,85
500000,80
501000,93
502000,83
503000,92
504000,84
505000,82
506000,83
507000,92
508000,167
509000,83
510000,83
511000,83
512000,83
513000,83
514000,84
515000,200
516000,94
517000,155
518000,212
519000,93
520000,90
521000,88
522000,97
523000,100
524000,90
525000,86
526000,106
527000,86
528000,113
529000,112
530000,110
531000,113
532000,111
533000,93
534000,90
535000,90
536000,86
537000,88
538000,88
539000,118
540000,89
541000,100
542000,96
543000,96
544000,89
545000,113
546000,98
547000,102
548000,93
549000,90
550000,91
551000,95
552000,92
553000,95
554000,93
555000,100
556000,94
557000,117
558000,100
559000,114
560000,101
561000,93
562000,117
563000,94
564000,96
565000,134
566000,125
567000,133
568000,95
569000,96
570000,125
571000,104
572000,127
573000,95
574000,115
575000,95
576000,93
577000,101
578000,97
579000,100
580000,108
581000,122
582000,102
583000,105
584000,118
585000,115
586000,100
587000,113
588000,98
589000,128
590000,101
591000,126
592000,103
593000,113
594000,102
595000,121
596000,104
597000,106
598000,113
599000,105
600000,118
601000,106
602000,102
603000,118
604000,103
605000,122
606000,118
607000,105
608000,113
609000,112
610000,109
611000,127
612000,111
613000,109
614000,129
615000,110
616000,113
617000,128
618000,122
619000,110
620000,127
621000,108
622000,119
623000,115
624000,112
625000,110
626000,125
627000,128
628000,118
629000,113
630000,115
631000,111
632000,114
633000,115
634000,110
635000,115
636000,160
637000,130
638000,124
639000,131
640000,205
641000,138
642000,112
643000,131
644000,117
645000,166
646000,145
647000,144
648000,121
649000,115
650000,156
651000,115
652000,140
653000,140
654000,111
655000,135
656000,118
657000,133
658000,133
659000,128
660000,130
661000,122
662000,116
663000,118
664000,119
665000,115
666000,179
667000,146
668000,137
669000,195
670000,148
