1000
100,1
200,1
300,1
400,1
500,1
600,0
700,3
800,3
900,4
1000,5
1100,1
1200,1
1300,2
1400,2
1500,1
1600,1
1700,2
1800,1
1900,2
2000,2
2100,2
2200,2
2300,3
2400,3
2500,3
2600,3
2700,3
2800,3
2900,4
3000,5
3100,4
3200,6
3300,6
3400,5
3500,5
3600,6
3700,7
3800,6
3900,7
4000,7
4100,7
4200,8
4300,8
4400,9
4500,9
4600,10
4700,11
4800,11
4900,11
5000,11
5100,12
5200,11
5300,13
5400,13
5500,15
5600,13
5700,15
5800,14
5900,15
6000,16
6100,16
6200,17
6300,17
6400,17
6500,18
6600,19
6700,20
6800,20
6900,20
7000,21
7100,21
7200,23
7300,23
7400,23
7500,24
7600,25
7700,25
7800,27
7900,27
8000,28
8100,28
8200,29
8300,29
8400,30
8500,37
8600,32
8700,32
8800,33
8900,34
9000,34
9100,35
9200,36
9300,37
9400,38
9500,39
9600,39
9700,40
9800,41
9900,42
10000,43
10100,43
10200,44
10300,44
10400,46
10500,47
10600,47
10700,48
10800,50
10900,51
11000,51
11100,56
11200,66
11300,65
11400,71
11500,82
11600,79
11700,67
11800,60
11900,82
12000,69
12100,68
12200,105
12300,71
12400,68
12500,67
12600,67
12700,69
12800,69
12900,71
13000,73
13100,73
13200,74
13300,82
13400,84
13500,100
13600,86
13700,79
13800,81
13900,82
14000,83
14100,84
14200,85
14300,86
14400,88
14500,92
14600,90
14700,90
14800,94
14900,94
15000,95
15100,96
15200,97
15300,99
15400,102
15500,102
15600,105
15700,104
15800,105
15900,152
16000,151
16100,109
16200,110
16300,114
16400,113
16500,114
16600,116
16700,117
16800,118
16900,120
17000,122
17100,124
17200,124
17300,126
17400,128
17500,132
17600,132
17700,133
17800,135
17900,143
18000,144
18100,150
18200,167
18300,156
18400,146
18500,152
18600,149
18700,150
18800,169
18900,180
19000,162
19100,176
19200,167
19300,170
19400,171
19500,164
19600,177
19700,173
19800,169
19900,180
20000,170
20100,189
20200,175
20300,183
20400,199
20500,195
20600,202
20700,192
20800,194
20900,199
21000,199
21100,203
21200,208
21300,207
21400,209
21500,197
21600,235
21700,237
21800,215
21900,212
22000,212
22100,213
22200,212
22300,211
22400,218
22500,215
22600,220
22700,221
22800,220
22900,228
23000,222
23100,229
23200,227
23300,233
23400,231
23500,237
23600,234
23700,243
23800,242
23900,248
24000,253
24100,265
24200,247
24300,260
24400,251
24500,256
24600,254
24700,260
24800,263
24900,263
25000,266
25100,265
25200,275
25300,271
25400,276
25500,277
25600,280
25700,281
25800,284
25900,299
26000,299
26100,295
26200,299
26300,304
26400,307
26500,313
26600,309
26700,329
26800,311
26900,325
27000,335
27100,320
27200,313
27300,324
27400,316
27500,346
27600,343
27700,344
27800,337
27900,334
28000,349
28100,337
28200,354
28300,347
28400,349
28500,353
28600,346
28700,364
28800,364
28900,371
