1000
1000,3
2000,8
3000,6
4000,7
5000,9
6000,13
7000,3
8000,4
9000,5
10000,5
11000,8
12000,6
13000,6
14000,8
15000,7
16000,8
17000,8
18000,9
19000,12
20000,9
21000,9
22000,10
23000,10
24000,11
25000,10
26000,12
27000,16
28000,12
29000,13
30000,14
31000,13
32000,14
33000,14
34000,15
35000,15
36000,15
37000,16
38000,16
39000,16
40000,18
41000,18
42000,18
43000,20
44000,21
45000,21
46000,21
47000,21
48000,20
49000,21
50000,21
51000,21
52000,23
53000,23
54000,23
55000,24
56000,25
57000,30
58000,25
59000,26
60000,26
61000,26
62000,26
63000,27
64000,29
65000,28
66000,28
67000,29
68000,30
69000,30
70000,30
71000,31
72000,35
73000,31
74000,33
75000,33
76000,32
77000,33
78000,33
79000,35
80000,34
81000,34
82000,35
83000,36
84000,36
85000,37
86000,36
87000,37
88000,38
89000,39
90000,39
91000,39
92000,39
93000,40
94000,39
95000,42
96000,41
97000,41
98000,44
99000,42
100000,45
101000,43
102000,44
103000,47
104000,44
105000,45
106000,45
107000,47
108000,47
109000,47
110000,48
111000,47
112000,48
113000,48
114000,48
115000,50
116000,50
117000,50
118000,71
119000,82
120000,57
121000,55
122000,54
123000,53
124000,64
125000,93
126000,91
127000,97
128000,65
129000,62
130000,57
131000,56
132000,58
133000,57
134000,58
135000,59
136000,61
137000,59
138000,60
139000,61
140000,61
141000,64
142000,62
143000,63
144000,63
145000,63
146000,67
147000,63
148000,65
149000,68
150000,65
151000,66
152000,66
153000,67
154000,67
155000,70
156000,70
157000,68
158000,69
159000,69
160000,72
161000,72
162000,70
163000,73
164000,71
165000,71
166000,75
167000,73
168000,73
169000,74
170000,74
171000,75
172000,74
173000,75
174000,75
175000,76
176000,76
177000,77
178000,77
179000,77
180000,78
181000,78
182000,79
183000,79
184000,80
185000,82
186000,83
187000,81
188000,82
189000,86
190000,83
191000,83
192000,83
193000,83
194000,85
195000,84
196000,86
197000,86
198000,87
199000,90
200000,88
201000,87
202000,87
203000,88
204000,89
205000,89
206000,90
207000,91
208000,90
209000,91
210000,91
211000,92
212000,93
213000,96
214000,93
215000,93
216000,96
217000,95
218000,94
219000,98
220000,96
221000,97
222000,96
223000,96
224000,98
225000,98
226000,99
227000,99
228000,103
229000,99
230000,102
231000,104
232000,101
233000,101
234000,102
235000,102
236000,103
237000,103
238000,104
239000,108
240000,104
241000,106
242000,105
243000,107
244000,110
245000,109
246000,110
247000,107
248000,108
249000,108
250000,109
251000,110
252000,111
253000,111
254000,111
255000,112
256000,113
257000,113
258000,113
259000,114
260000,114
261000,115
262000,115
263000,115
264000,119
265000,120
266000,117
267000,117
268000,118
269000,120
270000,119
271000,118
272000,119
273000,119
274000,120
275000,123
276000,122
277000,121
278000,123
279000,123
280000,124
281000,124
282000,124
283000,125
284000,126
285000,126
286000,127
287000,142
288000,126
289000,127
290000,128
291000,128
292000,131
293000,132
294000,133
295000,132
296000,131
297000,168
298000,157
299000,149
300000,151
301000,133
302000,133
303000,145
304000,157
305000,135
306000,136
307000,139
308000,157
309000,138
310000,137
311000,139
312000,139
313000,140
314000,139
315000,140
316000,144
317000,141
318000,141
319000,143
320000,142
321000,142
322000,143
323000,146
324000,143
325000,143
326000,147
327000,144
328000,160
329000,145
330000,148
331000,147
332000,149
333000,147
334000,149
335000,149
336000,152
337000,151
338000,153
339000,152
340000,150
341000,152
342000,152
343000,154
344000,153
345000,155
346000,156
347000,155
348000,157
349000,155
350000,161
351000,174
352000,156
353000,159
354000,176
355000,183
356000,185
357000,160
358000,161
359000,159
360000,162
361000,160
362000,163
363000,163
364000,162
365000,163
366000,163
367000,164
368000,163
369000,183
370000,164
371000,166
372000,171
373000,166
374000,168
375000,167
376000,172
377000,170
378000,168
379000,170
380000,172
381000,170
382000,195
383000,196
384000,171
385000,171
386000,175
387000,173
388000,176
389000,173
390000,175
391000,176
392000,175
393000,176
394000,177
395000,176
396000,179
397000,177
398000,178
399000,184
400000,177
401000,179
402000,181
403000,180
404000,180
405000,183
406000,181
407000,182
408000,182
409000,183
410000,184
411000,185
412000,191
413000,185
414000,186
415000,186
416000,186
417000,187
418000,188
